Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Материал,Год
агент,2,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,69.0,1.0,под самоотделку (псо),0.0,0.0,обмен не предлагать,,,1.0,,,3.0,,раздельный,бронированная,,86250,42.8191,74.5857,Бишкек,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
агент,3,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,130.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,180700,42.8171,74.6059,Бишкек,5,10,1,1,1,0,1,1,1,1,0,0,0,0,1,0,монолитный,2022
агент,2,"Бишкек, Магистраль, Токтоналиева, 104",индивид. планировка,56.0,,,,1.0,,,,,,,2.5,,,,,75000,42.8248,74.591,Бишкек,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2020
агент,2,"Бишкек, Восток-5 м-н",106 серия,52.0,1.0,хорошее,,,,проводной,,1.0,,,,1.0,,металлическая,,70000,42.872,74.6329,Бишкек,8,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,панельный,
агент,2,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,79.44,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,110422,42.8171,74.6059,Бишкек,8,10,1,1,1,0,1,1,1,1,0,0,0,0,1,0,монолитный,2022
агент,3,"Бишкек, Тунгуч м-н, микрорайон Тунгуч, 36",106 серия,70.0,,,,1.0,,,,,,,3.0,,,,,73000,42.8546,74.6865,Бишкек,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,1990
агент,1,"Бишкек, Джальская больница, Ахунбаева/Тыналиева",элитка,41.0,1.0,не достроено,,,,,,,,,3.0,,,,,37500,42.8451,74.5709,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,3,"Бишкек, Верхний Джал м-н, мкрн Верхний Джал 4/1-4/3",элитка,110.0,1.0,евроремонт,,,,,,,,,3.0,,,,,128000,42.835,74.5668,Бишкек,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2014
агент,3,"Бишкек, Азия Молл",элитка,150.0,1.0,евроремонт,,,,,,,,,3.0,,,,,151500,42.8544,74.5882,Бишкек,9,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,2018
агент,2,"Бишкек, Парк Панфилова/Спартак, Панфилова 190/1",элитка,80.0,1.0,евроремонт,,,,,,,,,3.2,,,,,125000,42.8822,74.6003,Бишкек,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017
агент,2,"Бишкек, Кок-Жар м-н",104 серия,43.0,1.0,хорошее,,,,проводной,,,,,,1.0,,металлическая,,63000,42.8517,74.6309,Бишкек,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,панельный,
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,107.0,1.0,под самоотделку (псо),0.0,0.0,,,,,,,3.1,,,,,93090,42.8187,74.6047,Бишкек,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,2,"Бишкек, Баха, Коперник 61",элитка,77.0,1.0,евроремонт,,,,проводной,,,,ламинат,,1.0,раздельный,металлическая,,87500,42.8463,74.5624,Бишкек,6,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,
агент,3,"Бишкек, Магистраль, Бакаева, 140",индивид. планировка,106.0,,,,1.0,,,,,,,3.25,,,,,170000,42.8273,74.5767,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,104.0,1.0,под самоотделку (псо),0.0,0.0,,,,,,,3.1,,,,,96720,42.8189,74.6048,Бишкек,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024
агент,2,"Бишкек, Магистраль",элитка,43.0,1.0,евроремонт,,,,проводной,,,,,,1.0,,металлическая,,70000,42.8177,74.6168,Бишкек,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,2,"Бишкек, Бишкек-Парк",индивид. планировка,62.0,1.0,хорошее,0.0,0.0,обмен не предлагать,проводной,1.0,,частично меблирована,,,0.0,совмещенный,бронированная,,65500,42.8757,74.5893,Бишкек,5,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,
агент,1,"Бишкек, Восток-5 м-н",индивид. планировка,33.0,1.0,евроремонт,0.0,1.0,обмен не предлагать,,,,,,2.7,,,,,48500,42.8728,74.6332,Бишкек,4,12,1,0,0,0,0,0,0,0,0,0,1,0,1,0,панельный,
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,45.7,1.0,евроремонт,0.0,,обмен не предлагать,проводной,1.0,1.0,полностью меблирована,,3.0,0.0,совмещенный,бронированная,паркинг,77000,42.819,74.6145,Бишкек,3,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2019
агент,3,"Бишкек, Бишкек-Парк, Токтогула, 167",индивид. планировка,87.0,,,,1.0,,,,,,,3.2,,,,,140000,42.873,74.5895,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2020
агент,1,"Бишкек, Карла Маркса, Юнусалиева/Карасаева",элитка,56.56,1.0,под самоотделку (псо),,,,,1.0,1.0,пустая,,3.3,,совмещенный,бронированная,паркинг,73500,42.8549,74.624,Бишкек,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,кирпичный,
агент,1,"Бишкек, Джал-23 м-н (Нижний Джал)",105 серия,33.0,1.0,евроремонт,,,,проводной,,,,,,1.0,совмещенный,металлическая,,52000,42.8422,74.5663,Бишкек,8,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,панельный,
агент,1,"Бишкек, АЮ Grand,  ул.Анкар  1/19",элитка,40.0,1.0,евроремонт,,,,,,,,,,,,,,49500,42.8565,74.672,Бишкек,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,2,"Бишкек, Академия Наук, Уметалиева, 120",индивид. планировка,78.1,,,,1.0,,,,,,,3.0,,,,,111500,42.8802,74.5809,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
агент,1,"Бишкек, КНУ, Жумабека 219/Турусбекова",элитка,53.0,1.0,евроремонт,,,,,1.0,1.0,полностью меблирована,ламинат,3.0,,совмещенный,бронированная,паркинг,74500,42.8836,74.5842,Бишкек,6,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,1,"Бишкек, Советская - Скрябина, Карасаева, 126",индивид. планировка,50.3,,,,1.0,,,,,,,3.2,,,,,65000,42.8545,74.6101,Бишкек,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2024
агент,3,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,112.0,1.0,под самоотделку (псо),0.0,0.0,обмен не предлагать,,,,,,3.0,,,,,131040,42.8191,74.5857,Бишкек,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
агент,1,"Бишкек, Кок-Жар м-н",106 серия,36.0,1.0,хорошее,,,,,,,,,,,,,,50000,42.8504,74.6323,Бишкек,7,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,
агент,2,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",108 серия,75.0,1.0,евроремонт,0.0,0.0,обмен не предлагать,проводной,,,пустая,,2.8,0.0,раздельный,бронированная,,86000,42.8249,74.591,Бишкек,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,2,"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",элитка,62.59,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,56500,42.8516,74.5347,Бишкек,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,107.0,1.0,под самоотделку (псо),,,,,,,,,3.1,,,,,93090,42.8223,74.6161,Бишкек,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,2,"Бишкек, Золотой квадрат",элитка,55.0,1.0,евроремонт,,,,проводной,,,,,,1.0,совмещенный,металлическая,,90000,42.8728,74.6041,Бишкек,10,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,105.0,1.0,под самоотделку (псо),0.0,0.0,обмен не предлагать,,,,,,3.1,,,,,97650,42.8223,74.6161,Бишкек,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,3,"Бишкек, АЮ Grand, Анкара, 1",индивид. планировка,84.44,,,,0.0,,,,,,,3.0,,,,,100000,42.8564,74.6727,Бишкек,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,3,"Бишкек, 6 м-н, Сухэ-Батора-Юнусалиева",элитка,122.0,1.0,евроремонт,,,,,,,,,,,,,,202500,42.8262,74.6235,Бишкек,5,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2022
агент,3,"Бишкек, Магистраль, Токомбаева, 15",индивид. планировка,75.6,,,,0.0,,,,,,,3.0,,,,,120000,42.8134,74.6206,Бишкек,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,107.0,1.0,евроремонт,0.0,0.0,обмен не предлагать,,,,,,3.1,,,,,93090,42.8223,74.6161,Бишкек,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,3,"Бишкек, КНУ, К. Акиева",элитка,120.0,1.0,евроремонт,,,,,,,,,3.0,,,,,155000,42.8834,74.5789,Бишкек,7,10,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,2020
агент,1,"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",элитка,43.0,1.0,под самоотделку (псо),0.0,0.0,,,,,,,3.0,,,,,43000,42.8644,74.5878,Бишкек,10,14,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,2024
собственник,1,"Бишкек, Юбилейка, ул. Льва Толстого / ул. Тыныстанова / ул. Фатьянова",элитка,41.0,1.0,евроремонт,,,обмен не предлагать,проводной,1.0,1.0,пустая,ламинат,3.0,0.0,совмещенный,бронированная,рядом охраняемая стоянка,56500,42.8615,74.6078,Бишкек,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,панельный,
агент,3,"Бишкек, КНУ",элитка,100.0,1.0,евроремонт,,,,,,,,,3.2,1.0,,,,121000,42.8822,74.5848,Бишкек,9,10,0,0,0,0,0,0,0,0,1,0,1,0,1,0,кирпичный,2018
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,46.0,1.0,евроремонт,0.0,0.0,,,,,,,3.0,,,,,77000,42.819,74.6145,Бишкек,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019
собственник,2,"Бишкек, Академия Наук/Тимирязева",элитка,90.0,1.0,под самоотделку (псо),,,обмен не предлагать,проводной,1.0,1.0,пустая,плитка,3.0,0.0,раздельный,бронированная,рядом охраняемая стоянка,83000,42.8803,74.5797,Бишкек,3,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,кирпичный,2024
собственник,2,"Бишкек, ЖД вокзал, Чуйкова / Панфилова",элитка,65.0,1.0,евроремонт,,,обмен не предлагать,проводной,1.0,1.0,пустая,ламинат,3.0,0.0,совмещенный,бронированная,рядом охраняемая стоянка,87000,42.8663,74.601,Бишкек,12,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2022
агент,2,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",элитка,60.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,61800,42.8176,74.6247,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,1,"Бишкек, Восток-5 м-н, Восток-5 микрорайон, 24",индивид. планировка,57.4,,,,1.0,,,,,,,3.25,,,,,63500,42.8683,74.6359,Бишкек,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022
агент,1,"Бишкек, КНУ, Абдымомунова/Акиева",элитка,49.0,1.0,хорошее,,1.0,обмен не предлагать,проводной,1.0,1.0,частично меблирована,ламинат,3.0,0.0,совмещенный,бронированная,рядом охраняемая стоянка,65500,42.8814,74.5783,Бишкек,6,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,3,"Бишкек, Улан м-н",106 серия,64.0,1.0,хорошее,,,,,,,,,,,,,,73000,42.8427,74.6345,Бишкек,6,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,
агент,2,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",элитка,72.0,1.0,евроремонт,,,,,,,,,3.0,,,,,91000,42.8113,74.6221,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,3,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",элитка,104.0,1.0,евроремонт,,,,проводной,1.0,,полностью меблирована,ламинат,3.0,,раздельный,бронированная,,166500,42.8195,74.6155,Бишкек,10,12,1,1,1,0,0,0,1,1,0,0,1,0,1,0,монолитный,2019
агент,2,"Бишкек, АЮ Grand,  ул.Анкар  1/19",элитка,64.14,1.0,евроремонт,,,,,,,,,,,,,,77000,42.8565,74.6718,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,104.0,1.0,не достроено,,,,,,,,,3.1,,,,,98800,42.8223,74.6161,Бишкек,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,2,"Бишкек, Гагарина, мкр Джал , ул. Курчатова 63",106 серия,79.0,1.0,под самоотделку (псо),,,,,,,,,3.2,,,,,77500,42.8488,74.5613,Бишкек,2,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,монолитный,2022
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,107.0,1.0,не достроено,,,,,,,,,3.1,,,,,95230,42.8223,74.6161,Бишкек,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,1,"Бишкек, Центральная мечеть, Гоголя",104 серия,39.0,1.0,хорошее,,,,,,,,,3.2,,,бронированная,,51500,42.8666,74.6214,Бишкек,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,1989
агент,4,"Бишкек, Магистраль, Чынгыза Айтматова пр-т, 299 к 7а",индивид. планировка,130.0,,,,1.0,,,,,,,2.5,,,,,260000,42.8219,74.582,Бишкек,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,1,"Бишкек, Магистраль,  ул. Куттубаева, 15",элитка,40.0,1.0,под самоотделку (псо),,,,,,,,,,,,,,45000,42.813,74.6193,Бишкек,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,3,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",элитка,90.0,1.0,евроремонт,,,,,,,,,3.0,,,,,119000,42.8161,74.6228,Бишкек,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,2,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,79.0,1.0,евроремонт,,,,,,,,,3.0,,,,,135000,42.8191,74.5857,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
агент,2,"Бишкек, Ак Кеме",элитка,78.0,1.0,евроремонт,,,,,,,,,,,,,,125500,42.8364,74.585,Бишкек,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022
агент,2,"Бишкек, Магистраль, Токомбаева 19/1",элитка,47.0,1.0,евроремонт,,,,,,,,,3.0,,,,,65500,42.8169,74.6215,Бишкек,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2017
